station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
MDW,2001-01-13 19:28,-87.7524,41.7860,M,M,M,130.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 19:53,-87.7524,41.7860,33.00,28.00,81.63,140.00,10.00,M,29.32,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 20:07,-87.7524,41.7860,M,M,M,140.00,12.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 20:27,-87.7524,41.7860,M,M,M,110.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 20:53,-87.7524,41.7860,33.00,30.00,88.58,150.00,8.00,0.06,29.30,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 21:53,-87.7524,41.7860,33.00,31.00,92.25,130.00,7.00,0.11,29.27,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 22:53,-87.7524,41.7860,34.00,31.00,88.63,140.00,8.00,0.01,29.27,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 23:04,-87.7524,41.7860,M,M,M,140.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 23:53,-87.7524,41.7860,34.00,32.00,92.29,130.00,8.00,M,29.26,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 00:53,-87.7524,41.7860,35.00,26.00,69.39,140.00,8.00,0.01,29.25,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 01:53,-87.7524,41.7860,36.00,29.00,75.46,140.00,8.00,0.02,29.25,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 02:53,-87.7524,41.7860,37.00,31.00,78.69,160.00,9.00,0.01,29.24,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 03:16,-87.7524,41.7860,M,M,M,0.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 03:53,-87.7524,41.7860,37.00,30.00,75.56,170.00,9.00,M,29.24,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 04:53,-87.7524,41.7860,37.00,32.00,81.93,180.00,8.00,M,29.23,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 04:54,-87.7524,41.7860,M,M,M,180.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 05:53,-87.7524,41.7860,37.00,31.00,78.69,190.00,8.00,M,29.22,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 06:53,-87.7524,41.7860,38.00,36.00,92.42,170.00,8.00,M,29.20,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 07:11,-87.7524,41.7860,M,M,M,180.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 07:20,-87.7524,41.7860,M,M,M,170.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 07:53,-87.7524,41.7860,38.00,36.00,92.42,170.00,10.00,0.01,29.18,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 08:53,-87.7524,41.7860,37.00,36.00,96.13,170.00,10.00,M,29.18,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 08:54,-87.7524,41.7860,M,M,M,170.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 09:06,-87.7524,41.7860,M,M,M,180.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 09:14,-87.7524,41.7860,M,M,M,180.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 09:53,-87.7524,41.7860,37.00,35.00,92.39,180.00,8.00,M,29.19,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 10:53,-87.7524,41.7860,37.00,35.00,92.39,180.00,9.00,M,29.19,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 11:53,-87.7524,41.7860,37.00,35.00,92.39,180.00,8.00,M,29.19,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 12:34,-87.7524,41.7860,M,M,M,190.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 12:53,-87.7524,41.7860,37.00,35.00,92.39,180.00,9.00,M,29.20,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 13:27,-87.7524,41.7860,M,M,M,190.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 13:53,-87.7524,41.7860,37.00,35.00,92.39,190.00,8.00,M,29.20,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 14:53,-87.7524,41.7860,36.00,35.00,96.11,200.00,9.00,M,29.19,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 15:00,-87.7524,41.7860,M,M,M,200.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 15:43,-87.7524,41.7860,M,M,M,200.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 15:53,-87.7524,41.7860,36.00,35.00,96.11,200.00,8.00,M,29.19,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 16:18,-87.7524,41.7860,M,M,M,220.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 16:53,-87.7524,41.7860,36.00,34.00,92.35,210.00,7.00,M,29.19,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 16:54,-87.7524,41.7860,M,M,M,220.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 17:08,-87.7524,41.7860,M,M,M,220.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 17:36,-87.7524,41.7860,M,M,M,240.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 17:53,-87.7524,41.7860,36.00,36.00,100.00,230.00,10.00,M,29.19,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 18:53,-87.7524,41.7860,35.00,34.00,96.09,230.00,9.00,M,29.20,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 19:53,-87.7524,41.7860,35.00,34.00,96.09,230.00,8.00,M,29.20,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 20:53,-87.7524,41.7860,35.00,34.00,96.09,230.00,9.00,0.01,29.21,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 21:53,-87.7524,41.7860,34.00,33.00,96.08,240.00,7.00,M,29.21,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 22:53,-87.7524,41.7860,34.00,32.00,92.29,250.00,9.00,M,29.21,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-14 23:53,-87.7524,41.7860,34.00,34.00,100.00,250.00,10.00,M,29.21,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 00:53,-87.7524,41.7860,34.00,33.00,96.08,240.00,10.00,M,29.23,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 01:19,-87.7524,41.7860,M,M,M,250.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 01:53,-87.7524,41.7860,34.00,34.00,100.00,260.00,11.00,M,29.24,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 01:54,-87.7524,41.7860,M,M,M,260.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 02:53,-87.7524,41.7860,34.00,34.00,100.00,250.00,11.00,M,29.24,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 02:54,-87.7524,41.7860,M,M,M,250.00,13.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 03:53,-87.7524,41.7860,34.00,33.00,96.08,250.00,14.00,M,29.26,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 04:22,-87.7524,41.7860,M,M,M,260.00,13.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 04:28,-87.7524,41.7860,M,M,M,260.00,11.00,M,M,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 04:53,-87.7524,41.7860,35.00,32.00,88.68,260.00,12.00,M,29.27,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 04:56,-87.7524,41.7860,M,M,M,260.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 05:53,-87.7524,41.7860,35.00,32.00,88.68,260.00,11.00,M,29.26,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 06:53,-87.7524,41.7860,35.00,31.00,85.17,250.00,14.00,M,29.26,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 07:16,-87.7524,41.7860,M,M,M,260.00,12.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 07:53,-87.7524,41.7860,35.00,32.00,88.68,260.00,14.00,M,29.26,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 08:53,-87.7524,41.7860,35.00,31.00,85.17,250.00,15.00,M,29.28,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 09:53,-87.7524,41.7860,35.00,31.00,85.17,250.00,12.00,M,29.28,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 10:02,-87.7524,41.7860,M,M,M,250.00,12.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 10:53,-87.7524,41.7860,34.00,32.00,92.29,260.00,14.00,M,29.31,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 10:54,-87.7524,41.7860,M,M,M,260.00,15.00,M,M,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 11:53,-87.7524,41.7860,34.00,31.00,88.63,260.00,16.00,M,29.32,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 12:53,-87.7524,41.7860,34.00,31.00,88.63,250.00,13.00,M,29.34,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 13:53,-87.7524,41.7860,34.00,30.00,85.11,250.00,11.00,M,29.35,M,M,21.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 14:53,-87.7524,41.7860,34.00,29.00,81.71,260.00,16.00,M,29.37,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 15:26,-87.7524,41.7860,M,M,M,270.00,16.00,M,M,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 15:53,-87.7524,41.7860,33.00,28.00,81.63,270.00,13.00,M,29.37,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 16:53,-87.7524,41.7860,33.00,28.00,81.63,280.00,16.00,M,29.39,M,M,23.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 17:08,-87.7524,41.7860,M,M,M,280.00,10.00,M,M,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 17:53,-87.7524,41.7860,32.00,27.00,81.55,280.00,12.00,M,29.39,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 18:53,-87.7524,41.7860,32.00,27.00,81.55,280.00,13.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 19:53,-87.7524,41.7860,32.00,28.00,84.98,290.00,8.00,M,29.42,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 20:53,-87.7524,41.7860,31.00,26.00,81.48,280.00,10.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 21:11,-87.7524,41.7860,M,M,M,270.00,12.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 21:53,-87.7524,41.7860,31.00,26.00,81.48,280.00,9.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 22:18,-87.7524,41.7860,M,M,M,280.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 22:53,-87.7524,41.7860,30.00,26.00,84.85,260.00,10.00,M,29.46,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-15 23:53,-87.7524,41.7860,30.00,27.00,88.44,270.00,10.00,M,29.48,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 00:53,-87.7524,41.7860,30.00,27.00,88.44,280.00,9.00,M,29.50,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 01:53,-87.7524,41.7860,30.00,26.00,84.85,280.00,9.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 02:42,-87.7524,41.7860,M,M,M,250.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 02:53,-87.7524,41.7860,30.00,27.00,88.44,260.00,7.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 03:53,-87.7524,41.7860,30.00,27.00,88.44,250.00,8.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 04:11,-87.7524,41.7860,M,M,M,260.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 04:53,-87.7524,41.7860,30.00,26.00,84.85,270.00,7.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 05:53,-87.7524,41.7860,30.00,27.00,88.44,280.00,7.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 06:53,-87.7524,41.7860,30.00,26.00,84.85,280.00,10.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 07:53,-87.7524,41.7860,30.00,25.00,81.40,260.00,9.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 08:23,-87.7524,41.7860,M,M,M,260.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 08:53,-87.7524,41.7860,30.00,26.00,84.85,250.00,7.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 09:13,-87.7524,41.7860,M,M,M,250.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 09:20,-87.7524,41.7860,M,M,M,250.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 09:53,-87.7524,41.7860,29.00,25.00,84.79,240.00,10.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 10:53,-87.7524,41.7860,28.00,25.00,88.33,260.00,11.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 11:53,-87.7524,41.7860,28.00,24.00,84.72,270.00,12.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 12:53,-87.7524,41.7860,28.00,23.00,81.25,280.00,7.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 12:54,-87.7524,41.7860,M,M,M,280.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 13:28,-87.7524,41.7860,M,M,M,280.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 13:53,-87.7524,41.7860,28.00,25.00,88.33,270.00,6.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 14:45,-87.7524,41.7860,M,M,M,280.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 14:53,-87.7524,41.7860,27.00,22.00,81.17,270.00,7.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 15:53,-87.7524,41.7860,27.00,21.00,77.80,280.00,6.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 16:53,-87.7524,41.7860,27.00,21.00,77.80,260.00,7.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 17:53,-87.7524,41.7860,27.00,22.00,81.17,260.00,8.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 18:53,-87.7524,41.7860,25.00,23.00,91.97,250.00,7.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 19:53,-87.7524,41.7860,25.00,22.00,88.18,260.00,7.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 20:53,-87.7524,41.7860,24.00,20.00,84.46,260.00,10.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 20:59,-87.7524,41.7860,M,M,M,250.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 21:01,-87.7524,41.7860,M,M,M,250.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 21:41,-87.7524,41.7860,M,M,M,260.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 21:53,-87.7524,41.7860,24.00,19.00,80.93,270.00,7.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 22:53,-87.7524,41.7860,24.00,19.00,80.93,260.00,6.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-16 23:53,-87.7524,41.7860,24.00,21.00,88.13,260.00,6.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 00:53,-87.7524,41.7860,24.00,20.00,84.46,240.00,7.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 01:53,-87.7524,41.7860,24.00,21.00,88.13,250.00,7.00,M,29.64,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 02:53,-87.7524,41.7860,25.00,20.00,81.01,260.00,5.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 03:53,-87.7524,41.7860,25.00,21.00,84.53,250.00,8.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 04:53,-87.7524,41.7860,26.00,21.00,81.09,240.00,7.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 05:53,-87.7524,41.7860,26.00,21.00,81.09,260.00,9.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 06:07,-87.7524,41.7860,M,M,M,220.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 06:40,-87.7524,41.7860,M,M,M,230.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 06:53,-87.7524,41.7860,27.00,21.00,77.80,240.00,10.00,M,29.57,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 06:58,-87.7524,41.7860,M,M,M,230.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 07:37,-87.7524,41.7860,M,M,M,270.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 07:53,-87.7524,41.7860,26.00,21.00,81.09,240.00,7.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 08:53,-87.7524,41.7860,26.00,21.00,81.09,220.00,5.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 09:53,-87.7524,41.7860,26.00,20.00,77.71,240.00,6.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 10:53,-87.7524,41.7860,25.00,20.00,81.01,220.00,7.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 11:53,-87.7524,41.7860,24.00,18.00,77.53,240.00,7.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 12:53,-87.7524,41.7860,23.00,18.00,80.85,230.00,6.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 13:53,-87.7524,41.7860,22.00,19.00,88.02,230.00,8.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 14:53,-87.7524,41.7860,22.00,20.00,91.87,240.00,6.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 15:53,-87.7524,41.7860,22.00,19.00,88.02,230.00,5.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 16:53,-87.7524,41.7860,21.00,18.00,87.97,210.00,7.00,M,29.50,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 17:29,-87.7524,41.7860,M,M,M,210.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 17:53,-87.7524,41.7860,21.00,19.00,91.83,200.00,11.00,M,29.49,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 18:13,-87.7524,41.7860,M,M,M,210.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 18:53,-87.7524,41.7860,21.00,18.00,87.97,200.00,9.00,M,29.47,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 19:39,-87.7524,41.7860,M,M,M,210.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 19:53,-87.7524,41.7860,20.00,18.00,91.79,210.00,8.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 20:53,-87.7524,41.7860,20.00,17.00,87.92,220.00,7.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 21:53,-87.7524,41.7860,20.00,18.00,91.79,210.00,7.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 22:53,-87.7524,41.7860,21.00,19.00,91.83,190.00,8.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 23:53,-87.7524,41.7860,21.00,18.00,87.97,190.00,10.00,M,29.40,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-17 23:54,-87.7524,41.7860,M,M,M,180.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 00:37,-87.7524,41.7860,M,M,M,200.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 00:53,-87.7524,41.7860,20.00,18.00,91.79,200.00,12.00,M,29.40,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 01:21,-87.7524,41.7860,M,M,M,200.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 01:53,-87.7524,41.7860,20.00,18.00,91.79,210.00,8.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 02:53,-87.7524,41.7860,20.00,18.00,91.79,200.00,9.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 03:39,-87.7524,41.7860,M,M,M,210.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 03:53,-87.7524,41.7860,22.00,20.00,91.87,200.00,10.00,M,29.38,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 04:53,-87.7524,41.7860,26.00,20.00,77.71,220.00,12.00,M,29.37,M,M,16.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 05:53,-87.7524,41.7860,28.00,23.00,81.25,210.00,11.00,M,29.33,M,M,14.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 06:53,-87.7524,41.7860,30.00,23.00,74.87,220.00,9.00,M,29.31,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 07:53,-87.7524,41.7860,31.00,24.00,74.97,200.00,10.00,M,29.29,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 08:53,-87.7524,41.7860,32.00,24.00,72.00,210.00,9.00,M,29.28,M,M,17.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 09:53,-87.7524,41.7860,32.00,24.00,72.00,210.00,10.00,M,29.27,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 10:53,-87.7524,41.7860,31.00,24.00,74.97,210.00,9.00,M,29.29,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 11:53,-87.7524,41.7860,29.00,25.00,84.79,240.00,5.00,M,29.30,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 12:31,-87.7524,41.7860,M,M,M,220.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 12:53,-87.7524,41.7860,30.00,25.00,81.40,230.00,6.00,M,29.30,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 13:11,-87.7524,41.7860,M,M,M,250.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 13:53,-87.7524,41.7860,27.00,24.00,88.28,260.00,5.00,M,29.30,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 14:53,-87.7524,41.7860,28.00,24.00,84.72,260.00,5.00,M,29.30,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 15:53,-87.7524,41.7860,28.00,24.00,84.72,280.00,6.00,M,29.32,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 16:53,-87.7524,41.7860,28.00,22.00,77.89,320.00,6.00,M,29.31,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-18 17:53,-87.7524,41.7860,28.00,21.00,74.67,320.00,6.00,M,29.31,M,M,0.00,M,M,M,M,M,M,M,M,M,M
